"URL","Log#","Incident Types","IPRA/COPA Notification Date","Incident Date & Time","District of Occurrence"
"https://www.chicagocopa.org/case/1068271-2/","1068271","Firearm Discharge","03-29-2014","03-29-2014 8:49 pm","09"
"https://www.chicagocopa.org/case/1069058-2/","1069058","Incident in Police Custody","05-09-2014","05-07-2014 12:17 am","18"
"https://www.chicagocopa.org/case/1069633-2/","1069633","Other Use Of Force","06-06-2014","06-03-2014 11:16 pm","04"
"https://www.chicagocopa.org/case/1069651-2/","1069651","Firearm Discharge","06-07-2014","06-06-2014 11:28 pm","22"
"https://www.chicagocopa.org/case/1069721-2/","1069721","Firearm Discharge","06-11-2014","06-10-2014 11:46 pm","14"
"https://www.chicagocopa.org/case/1069981-2/","1069981","Firearm Discharge","06-24-2014","06-24-2014 6:23 pm","04"
"https://www.chicagocopa.org/case/1070148-2/","1070148","Firearm Discharge","07-04-2014","07-04-2014 9:53 pm","17"
"https://www.chicagocopa.org/case/1070168-2/","1070168","Firearm Discharge","07-05-2014","07-05-2014 6:40 pm","22"
"https://www.chicagocopa.org/case/1070445-2/","1070445","Firearm Discharge","07-19-2014","07-19-2014 6:10 am","10"
"https://www.chicagocopa.org/case/1070681-2/","1070681","Incident in Police Custody","07-31-2014","07-30-2014 3:00 am","07"
"https://www.chicagocopa.org/case/1071109/","1071109","Incident in Police Custody","08-21-2014","04-29-2014 8:00 pm","09"
"https://www.chicagocopa.org/case/1071166/","1071166","Firearm Discharge","08-24-2014","08-24-2014 7:08 pm","11"
"https://www.chicagocopa.org/case/1071168-2/","1071168","Firearm Discharge","08-24-2014","08-24-2014 8:58 pm","06"
"https://www.chicagocopa.org/case/1071320-2/","1071320","Incident in Police Custody","09-02-2014","07-12-2014 10:30 pm","10"
"https://www.chicagocopa.org/case/1071524-2/","1071524","Firearm Discharge","09-13-2014","09-13-2014 10:12 pm","12"
"https://www.chicagocopa.org/case/1071635-2/","1071635","Incident in Police Custody","09-20-2014","09-20-2014 6:18 pm","11"
"https://www.chicagocopa.org/case/1071970-2/","1071970","Firearm Discharge","10-12-2014","10-12-2014 12:35 am","02"
"https://www.chicagocopa.org/case/1072297-2/","1072297","Firearm Discharge","10-30-2014","10-29-2014 11:03 pm","09"
"https://www.chicagocopa.org/case/1072342-2/","1072342","Firearm Discharge","11-01-2014","11-01-2014 8:22 pm","07"
"https://www.chicagocopa.org/case/1072664/","1072664","Firearm Discharge","10-06-2017","11-23-2014 4:33 pm","Other"
"https://www.chicagocopa.org/case/1072855-2/","1072855","Firearm Discharge","12-07-2014","12-06-2014 10:49 pm","09"
"https://www.chicagocopa.org/case/1072859-2/","1072859","Firearm Discharge","12-07-2014","12-07-2014 6:27 pm","22"
"https://www.chicagocopa.org/case/1073105-2/","1073105","Firearm Discharge","12-25-2014","12-25-2014 6:41 pm","03"
"https://www.chicagocopa.org/case/1073410-2/","1073410","Incident in Police Custody","01-18-2015","01-18-2015 4:55 am","17"
"https://www.chicagocopa.org/case/1073693-2/","1073693","Firearm Discharge","02-07-2015","02-07-2015 2:46 pm","05"
"https://www.chicagocopa.org/case/1073710-2/","1073710","Firearm Discharge","02-09-2015","02-09-2015 3:30 am","Other"
"https://www.chicagocopa.org/case/1073787-2/","1073787","Firearm Discharge","02-14-2015","02-14-2015 12:29 am","07"
"https://www.chicagocopa.org/case/1073789-2/","1073789","Incident in Police Custody","02-14-2015","02-14-2015 3:22 am","18"
"https://www.chicagocopa.org/case/1074111-2/","1074111","Incident in Police Custody","03-09-2015","03-09-2015 9:45 pm","11"
"https://www.chicagocopa.org/case/1074270/","1074270","Incident in Police Custody","03-18-2015","03-04-2015 4:45 pm","04"
"https://www.chicagocopa.org/case/1074294/","1074294","Incident in Police Custody","03-19-2015","03-17-2015 10:38 pm","08"
"https://www.chicagocopa.org/case/1074534-2/","1074534","Firearm Discharge","04-04-2015","04-04-2015 4:19 pm","08"
"https://www.chicagocopa.org/case/1074736-2/","1074736","Firearm Discharge","04-17-2015","04-17-2015 10:53 pm","03"
"https://www.chicagocopa.org/case/1074934-2/","1074934","Firearm Discharge","05-01-2015","05-01-2015 3:25 am","09"
"https://www.chicagocopa.org/case/1074962-2/","1074962","Incident in Police Custody","05-02-2015","04-30-2015 2:00 am","12"
"https://www.chicagocopa.org/case/1074984-2/","1074984","Incident in Police Custody","05-04-2015","05-03-2015 10:30 pm","25"
"https://www.chicagocopa.org/case/1075069-2/","1075069","Incident in Police Custody","05-08-2015","05-08-2015 3:05 am","07"
"https://www.chicagocopa.org/case/1075350/","1075350","Other Use Of Force","05-26-2015","04-19-2014 1:25 am","08"
"https://www.chicagocopa.org/case/1075655-2/","1075655","Incident in Police Custody","06-13-2015","06-13-2015 4:20 am","04"
"https://www.chicagocopa.org/case/1075692-2/","1075692","Incident in Police Custody","06-16-2015","06-16-2015 12:20 am","18"
"https://www.chicagocopa.org/case/1075770-2/","1075770","Firearm Discharge","06-20-2015","06-20-2015 12:10 am","03"
"https://www.chicagocopa.org/case/1075866-2/","1075866","Incident in Police Custody","06-26-2015","08-27-2013 12:00 am","05"
"https://www.chicagocopa.org/case/1076072-2/","1076072","Firearm Discharge","07-10-2015","07-09-2015 11:34 pm","06"
"https://www.chicagocopa.org/case/1076081-2/","1076081","Firearm Discharge","07-10-2015","07-10-2015 4:03 pm","05"
"https://www.chicagocopa.org/case/1076204-2/","1076204","Firearm Discharge","07-19-2015","07-19-2015 3:56 am","12"
"https://www.chicagocopa.org/case/1076214-2/","1076214","Incident in Police Custody","07-20-2015","07-20-2015 1:15 am","09"
"https://www.chicagocopa.org/case/1076216-2/","1076216","Firearm Discharge","07-20-2015","07-20-2015 4:01 am","18"
"https://www.chicagocopa.org/case/1076261-2/","1076261","Firearm Discharge","07-22-2015","07-22-2015 1:41 am","07"
"https://www.chicagocopa.org/case/1076367-2/","1076367","Firearm Discharge","07-27-2015","07-27-2015 5:00 pm","Other"
"https://www.chicagocopa.org/case/1076425-2/","1076425","Firearm Discharge","07-30-2015","07-30-2015 3:15 am","02"
"https://www.chicagocopa.org/case/1076618-2/","1076618","Incident in Police Custody","08-10-2015","03-23-2014 10:11 pm","25"
"https://www.chicagocopa.org/case/1076714-2/","1076714","Firearm Discharge","08-15-2015","08-15-2015 7:48 pm","06"
"https://www.chicagocopa.org/case/1076797-2/","1076797","Firearm Discharge","08-20-2015","08-20-2015 10:25 pm","04"
"https://www.chicagocopa.org/case/1076808-2/","1076808","Incident in Police Custody","08-21-2015","03-19-2015 5:09 am","15"
"https://www.chicagocopa.org/case/1076815-2/","1076815","Firearm Discharge","08-21-2015","08-21-2015 7:28 pm","07"
"https://www.chicagocopa.org/case/1076844-2/","1076844","Incident in Police Custody","08-24-2015","08-22-2015 11:45 am","19"
"https://www.chicagocopa.org/case/1076922-2/","1076922","Firearm Discharge","08-29-2015","08-29-2015 1:30 am","12"
"https://www.chicagocopa.org/case/1076980-2/","1076980","Incident in Police Custody","09-02-2015","09-02-2015 7:51 pm","11"
"https://www.chicagocopa.org/case/1077051-2/","1077051","Incident in Police Custody","09-08-2015","09-04-2015 4:20 pm","03"
"https://www.chicagocopa.org/case/1077146-2/","1077146","Firearm Discharge","09-14-2015","09-14-2015 9:38 pm","15"
"https://www.chicagocopa.org/case/1077328-2/","1077328","Firearm Discharge","09-25-2015","09-25-2015 8:53 pm","11"
"https://www.chicagocopa.org/case/1077396-2/","1077396","Firearm Discharge","10-01-2015","10-01-2015 6:31 pm","07"
"https://www.chicagocopa.org/case/1077428-2/","1077428","Firearm Discharge","10-04-2015","10-04-2015 8:27 am","11"
"https://www.chicagocopa.org/case/1077477-2/","1077477","Other Use Of Force","10-07-2015","10-07-2015 3:40 am","09"
"https://www.chicagocopa.org/case/1077848-2/","1077848","Firearm Discharge","10-31-2015","10-31-2015 1:26 am","11"
"https://www.chicagocopa.org/case/1078178-2/","1078178","Incident in Police Custody","11-24-2015","11-21-2015 10:05 pm","11"
"https://www.chicagocopa.org/case/1078329-2/","1078329","Incident in Police Custody","12-05-2015","12-13-2012 7:45 am","05"
"https://www.chicagocopa.org/case/1078413-2/","1078413","Firearm Discharge","12-12-2015","12-12-2015 6:09 am","25"
"https://www.chicagocopa.org/case/1078435/","1078435","Taser Discharge","12-14-2015","12-08-2016 1:09 pm","10"
"https://www.chicagocopa.org/case/1078530-2/","1078530","Firearm Discharge","12-20-2015","12-20-2015 10:37 am","16"
"https://www.chicagocopa.org/case/1078616-2/","1078616","Firearm Discharge","12-26-2015","12-26-2015 4:25 am","11"
"https://www.chicagocopa.org/case/1078622-2/","1078622","Firearm Discharge","12-26-2015","12-26-2015 1:30 pm","22"
"https://www.chicagocopa.org/case/1078789-2/","1078789","Firearm Discharge","01-07-2016","01-07-2016 10:27 pm","09"
"https://www.chicagocopa.org/case/1078952-2/","1078952","Firearm Discharge","01-21-2016","12-29-2015 2:40 am","19"
"https://www.chicagocopa.org/case/1078979/","1078979","Other Use Of Force","01-23-2016","01-22-2016 10:58 pm","03"
"https://www.chicagocopa.org/case/1079080-2/","1079080","Firearm Discharge","01-31-2016","01-31-2016 4:25 am","07"
"https://www.chicagocopa.org/case/1079160-2/","1079160","Firearm Discharge","02-06-2016","02-06-2016 12:00 pm","05"
"https://www.chicagocopa.org/case/1079273-3/","1079273","Incident in Police Custody","02-16-2016","09-11-2015 12:22 am","10"
"https://www.chicagocopa.org/case/1079618-2/","1079618","Firearm Discharge","03-12-2016","03-12-2016 12:40 am","01"
"https://www.chicagocopa.org/case/1079644-2/","1079644","Firearm Discharge","03-10-2016","03-10-2016 5:55 am","16"
"https://www.chicagocopa.org/case/1079661-2/","1079661","Firearm Discharge","03-14-2016","03-14-2016 9:46 pm","11"
"https://www.chicagocopa.org/case/1079728-2/","1079728","Firearm Discharge","03-19-2016","03-19-2016 9:30 pm","25"
"https://www.chicagocopa.org/case/1079743-2/","1079743","Firearm Discharge","03-21-2016","03-21-2016 2:30 am","22"
"https://www.chicagocopa.org/case/1079922/","1079922","Incident in Police Custody","04-02-2016","04-02-2016 11:30 am","20"
"https://www.chicagocopa.org/case/1080018-2/","1080018","Incident in Police Custody","04-08-2016","04-07-2016 6:49 pm","03"
"https://www.chicagocopa.org/case/1080064-2/","1080064","Firearm Discharge","04-11-2016","04-11-2016 7:43 pm","11"
"https://www.chicagocopa.org/case/1080144-2/","1080144","Firearm Discharge","04-15-2016","04-15-2016 10:27 pm","11"
"https://www.chicagocopa.org/case/1080395/","1080395","Taser Discharge","05-04-2016","05-04-2016 1:06 pm","11"
"https://www.chicagocopa.org/case/1080417/","1080417","Firearm Discharge","05-06-2016","05-06-2016 9:32 am","05"
"https://www.chicagocopa.org/case/1080437/","1080437","Incident in Police Custody","05-07-2016","05-07-2016 3:03 pm","01"
"https://www.chicagocopa.org/case/1080449/","1080449","Firearm Discharge","05-09-2016","05-09-2016 11:00 pm","08"
"https://www.chicagocopa.org/case/1080476/","1080476","Firearm Discharge","05-11-2016","05-10-2016 10:41 pm","19"
"https://www.chicagocopa.org/case/1080505/","1080505","Firearm Discharge","05-12-2016","05-12-2016 12:00 pm","22"
"https://www.chicagocopa.org/case/1080601/","1080601","Other Use Of Force","05-20-2016","03-11-2016 12:00 am","12"
"https://www.chicagocopa.org/case/1080615/","1080615","Firearm Discharge","05-21-2016","05-21-2016 10:19 pm","03"
"https://www.chicagocopa.org/case/1080674/","1080674","Firearm Discharge","05-25-2016","05-05-2016 1:26 pm","03"
"https://www.chicagocopa.org/case/1080871/","1080871","Incident in Police Custody","06-07-2016","08-07-2016 1:30 am","07"
"https://www.chicagocopa.org/case/1080972-2/","1080972","Incident in Police Custody","06-13-2016","06-13-2016 3:30 pm","11"
"https://www.chicagocopa.org/case/1081004/","1081004","Other Use Of Force","06-15-2016","03-11-2016 2:01 am","12"
"https://www.chicagocopa.org/case/1081009/","1081009","Other Use Of Force","06-15-2016","10-10-2015 7:40 pm","08"
"https://www.chicagocopa.org/case/1081017/","1081017","Taser Discharge","06-15-2016","06-15-2016 7:04 pm","06"
"https://www.chicagocopa.org/case/1081058/","1081058","Other Use Of Force","06-19-2016","06-19-2016 2:26 pm","06"
"https://www.chicagocopa.org/case/1081059/","1081059","Firearm Discharge","06-19-2016","06-19-2016 9:12 pm","14"
"https://www.chicagocopa.org/case/1081086/","1081086","Other Use Of Force","06-21-2016","06-21-2016 6:24 pm","02"
"https://www.chicagocopa.org/case/1081170/","1081170","Other Use Of Force","06-28-2016","06-01-2014 1:33 am","14"
"https://www.chicagocopa.org/case/1081228/","1081228","Other Use Of Force","07-01-2016","07-01-2016 11:10 am","05"
"https://www.chicagocopa.org/case/1081333/","1081333","Firearm Discharge","07-07-2016","07-07-2016 1:26 pm","10"
"https://www.chicagocopa.org/case/1081378/","1081378","Firearm Discharge","07-10-2016","07-10-2016 1:07 am","04"
"https://www.chicagocopa.org/case/1081463/","1081463","Firearm Discharge","07-16-2016","07-16-2016 9:50 pm","11"
"https://www.chicagocopa.org/case/1081480/","1081480","Other Use Of Force","07-18-2016","07-17-2016 11:42 pm","10"
"https://www.chicagocopa.org/case/1081543/","1081543","Firearm Discharge","07-21-2016","07-21-2016 8:13 pm","01"
"https://www.chicagocopa.org/case/1081577/","1081577","Firearm Discharge","07-25-2016","07-25-2016 6:10 am","10"
"https://www.chicagocopa.org/case/1081639/","1081639","Firearm Discharge","07-28-2016","07-28-2016 6:50 pm","07"
"https://www.chicagocopa.org/case/1081642/","1081642","Firearm Discharge","07-28-2016","07-28-2016 7:34 pm","03"
"https://www.chicagocopa.org/case/1081704/","1081704","Firearm Discharge","08-03-2016","08-03-2016 12:58 am","09"
"https://www.chicagocopa.org/case/1081732/","1081732","Other Use Of Force","08-05-2016","07-16-2016 1:59 am","03"
"https://www.chicagocopa.org/case/1081740/","1081740","Other Use Of Force","08-05-2016","06-23-2016 4:47 pm","20"
"https://www.chicagocopa.org/case/1081870/","1081870","Firearm Discharge","08-16-2016","08-16-2016 10:04 pm","05"
"https://www.chicagocopa.org/case/1081910/","1081910","Incident in Police Custody","08-19-2016","08-19-2016 11:15 am","11"
"https://www.chicagocopa.org/case/1081950/","1081950","Firearm Discharge","08-22-2016","08-22-2016 2:13 pm","05"
"https://www.chicagocopa.org/case/1082025/","1082025","Firearm Discharge","08-28-2016","08-28-2016 3:13 pm","08"
"https://www.chicagocopa.org/case/1082113/","1082113","Firearm Discharge","09-04-2016","09-04-2016 5:11 am","09"
"https://www.chicagocopa.org/case/1082120/","1082120","Firearm Discharge","09-05-2016","09-04-2016 11:52 pm","12"
"https://www.chicagocopa.org/case/1082195/","1082195","Firearm Discharge","09-10-2016","09-09-2016 11:31 pm","14"
"https://www.chicagocopa.org/case/1082330/","1082330","Other Use Of Force","09-21-2016","09-20-2016 8:01 pm","25"
"https://www.chicagocopa.org/case/1082402/","1082402","Other Use Of Force","09-26-2016","07-04-2016 9:40 pm","10"
"https://www.chicagocopa.org/case/1082443/","1082443","Other Use Of Force","09-29-2016","08-20-2014 11:49 pm","18"
"https://www.chicagocopa.org/case/1082513/","1082513","Other Use Of Force","10-05-2016","10-05-2016 10:28 am","Other"
"https://www.chicagocopa.org/case/1082645/","1082645","Firearm Discharge","10-16-2016","10-16-2016 8:52 pm","11"
"https://www.chicagocopa.org/case/1082687/","1082687","Firearm Discharge","10-20-2016","10-20-2016 2:40 am","05"
"https://www.chicagocopa.org/case/1082727/","1082727","Firearm Discharge","10-22-2016","10-22-2016 4:00 pm","04"
"https://www.chicagocopa.org/case/1082731/","1082731","Firearm Discharge","10-23-2016","10-23-2016 9:58 am","07"
"https://www.chicagocopa.org/case/1082884/","1082884","Other Use Of Force","11-05-2016","11-05-2016 2:02 am","09"
"https://www.chicagocopa.org/case/1082890/","1082890","Firearm Discharge","11-05-2016","11-05-2016 3:02 pm","22"
"https://www.chicagocopa.org/case/1082936/","1082936","Firearm Discharge","11-09-2016","11-09-2016 11:28 am","17"
"https://www.chicagocopa.org/case/1082952/","1082952","Other Use Of Force","11-11-2016","11-06-2016 4:30 am","18"
"https://www.chicagocopa.org/case/1083050/","1083050","Firearm Discharge","11-19-2016","11-18-2016 11:49 pm","07"
"https://www.chicagocopa.org/case/1083121/","1083121","Firearm Discharge","11-24-2016","11-23-2016 11:07 pm","07"
"https://www.chicagocopa.org/case/1083127/","1083127","Firearm Discharge","11-25-2016","11-25-2016 12:25 am","11"
"https://www.chicagocopa.org/case/1083133/","1083133","Other Use Of Force","11-25-2016","11-11-2016 8:15 pm","24"
"https://www.chicagocopa.org/case/1083171/","1083171","Firearm Discharge","11-28-2016","11-27-2016 11:28 pm","11"
"https://www.chicagocopa.org/case/1083291/","1083291","Firearm Discharge","12-06-2016","12-06-2016 12:00 am","06"
"https://www.chicagocopa.org/case/1083546/","1083546","Firearm Discharge","01-01-2017","01-01-2017 2:14 am","05"
"https://www.chicagocopa.org/case/1083554/","1083554","Firearm Discharge","01-02-2017","01-02-2017 9:14 am","25"
"https://www.chicagocopa.org/case/1083633/","1083633","Taser Discharge","01-10-2017","01-10-2017 9:49 pm","08"
"https://www.chicagocopa.org/case/1083687/","1083687","Firearm Discharge","01-15-2017","01-15-2017 12:23 am","11"
"https://www.chicagocopa.org/case/1083690/","1083690","Firearm Discharge","01-15-2017","01-15-2017 7:22 pm","17"
"https://www.chicagocopa.org/case/1083757/","1083757","Other Use Of Force","01-20-2017","11-21-2016 9:00 pm","06"
"https://www.chicagocopa.org/case/1084029/","1084029","Firearm Discharge","02-10-2017","02-10-2017 5:54 pm","19"
"https://www.chicagocopa.org/case/1084058/","1084058","Other Use Of Force","02-14-2017","02-14-2017 10:56 am","02"
"https://www.chicagocopa.org/case/1084147/","1084147","Other Use Of Force","02-21-2017","02-18-2017 10:00 pm","03"
"https://www.chicagocopa.org/case/1085062/","1085062","Firearm Discharge","05-02-2017","05-02-2017 9:10 pm","09"
"https://www.chicagocopa.org/case/1085183/","1085183","Other Use Of Force","05-12-2017","03-11-2016 4:16 pm","12"
"https://www.chicagocopa.org/case/1085186/","1085186","Firearm Discharge","05-12-2017","05-12-2017 3:02 pm","11"
"https://www.chicagocopa.org/case/1085331-2/","1085331","Firearm Discharge","05-24-2017","05-24-2017 11:14 am","25"
"https://www.chicagocopa.org/case/1085448/","1085448","Firearm Discharge","06-02-2017","06-02-2017 11:10 pm","02"
"https://www.chicagocopa.org/case/1085453/","1085453","Firearm Discharge","06-04-2017","06-03-2017 11:07 pm","06"
"https://www.chicagocopa.org/case/1085496/","1085496","Firearm Discharge","06-07-2017","06-06-2017 10:58 pm","25"
"https://www.chicagocopa.org/case/1085672/","1085672","Firearm Discharge","06-27-2017","06-18-2017 10:08 pm","Other"
"https://www.chicagocopa.org/case/1085722/","1085722","Other Use Of Force","06-27-2017","06-27-2017 1:13 am","11"
"https://www.chicagocopa.org/case/1085761/","1085761","Taser Discharge","06-30-2017","06-30-2017 9:37 am","15"
"https://www.chicagocopa.org/case/1085782/","1085782","Firearm Discharge","07-02-2017","07-01-2017 10:54 pm","10"
"https://www.chicagocopa.org/case/1085876/","1085876","Firearm Discharge","07-09-2017","07-09-2017 11:35 am","25"
"https://www.chicagocopa.org/case/1085898/","1085898","Other Use Of Force","07-11-2017","07-09-2017 1:54 am","15"
"https://www.chicagocopa.org/case/1085949/","1085949","Firearm Discharge","07-16-2017","07-16-2017 3:07 am","25"
"https://www.chicagocopa.org/case/1086011/","1086011","Firearm Discharge","07-21-2017","07-21-2017 1:38 pm","09"
"https://www.chicagocopa.org/case/log-1086127/","1086127","Other Use Of Force","07-28-2017","07-28-2017 2:59 am","07"
"https://www.chicagocopa.org/case/1086285/","1086285","Firearm Discharge","08-13-2017","08-13-2017 5:06 am","22"
"https://www.chicagocopa.org/case/1086383/","1086383","Firearm Discharge","08-19-2017","08-19-2017 12:20 am","08"
"https://www.chicagocopa.org/case/1086427/","1086427","Firearm Discharge","08-22-2017","08-22-2017 8:53 pm","10"
"https://www.chicagocopa.org/case/1086544/","1086544","Firearm Discharge","08-30-2017","08-29-2017 10:00 pm","Other"
"https://www.chicagocopa.org/case/1086580/","1086580","Firearm Discharge","08-31-2017","08-31-2017 5:00 pm","11"
"https://www.chicagocopa.org/case/1086664/","1086664","Firearm Discharge","09-07-2017","09-07-2017 9:57 pm","11"
"https://www.chicagocopa.org/case/1086683/","1086683","Firearm Discharge","09-10-2017","09-10-2017 12:50 am","17"
"https://www.chicagocopa.org/case/1086767/","1086767","Firearm Discharge","09-18-2017","09-17-2017 11:07 pm","17"
"https://www.chicagocopa.org/case/1086851/","1086851","Firearm Discharge","09-23-2017","09-23-2017 4:33 am","06"
"https://www.chicagocopa.org/case/1086925/","1086925","Firearm Discharge","09-28-2017","09-28-2017 9:03 pm","25"
"https://www.chicagocopa.org/case/1087018/","1087018","Firearm Discharge","10-05-2017","10-05-2017 12:35 pm","06"
"https://www.chicagocopa.org/case/1087021-2/","1087021","Other Use Of Force","10-05-2017","10-05-2017 3:30 pm","25"
"https://www.chicagocopa.org/case/1087037/","1087037","Other Use Of Force","10-06-2017","09-12-2016 5:00 pm","11"
"https://www.chicagocopa.org/case/1087387/","1087387","Firearm Discharge","11-05-2017","11-28-2017 1:43 am","03"
"https://www.chicagocopa.org/case/1087518-2/","1087518","Other Use Of Force","11-15-2017","11-15-2017 10:00 am","02"
"https://www.chicagocopa.org/case/1087646/","1087646","Taser Discharge","11-28-2017","11-28-2017 3:58 pm","06"
"https://www.chicagocopa.org/case/1087659/","1087659","Firearm Discharge","11-29-2017","11-29-2017 2:25 pm","03"
"https://www.chicagocopa.org/case/1087703/","1087703","Firearm Discharge","12-01-2017","12-01-2017 7:00 pm","22"
"https://www.chicagocopa.org/case/1087759/","1087759","Firearm Discharge","12-07-2017","12-06-2017 11:22 pm","05"
"https://www.chicagocopa.org/case/1087843/","1087843","Other Use Of Force","12-17-2017","12-17-2017 2:45 am","16"
"https://www.chicagocopa.org/case/1087873/","1087873","Firearm Discharge","12-18-2017","12-18-2017 6:51 pm","02"
"https://www.chicagocopa.org/case/1088133/","1088133","Firearm Discharge","01-15-2018","01-16-2018 2:59 am","04"
"https://www.chicagocopa.org/case/1088208/","1088208","Firearm Discharge","01-20-2018","01-20-2018 5:28 am","06"
"https://www.chicagocopa.org/case/1088269/","1088269","Firearm Discharge","01-25-2018","01-25-2018 3:19 pm","06"
"https://www.chicagocopa.org/case/1088587/","1088587","Firearm Discharge","02-25-2018","02-25-2018 7:59 pm","09"
"https://www.chicagocopa.org/case/1088701/","1088701","Firearm Discharge","03-08-2018","03-08-2018 10:17 am","06"
"https://www.chicagocopa.org/case/1088719/","1088719","Firearm Discharge","03-09-2018","03-09-2018 12:53 pm","03"
"https://www.chicagocopa.org/case/1088756/","1088756","Firearm Discharge","03-13-2018","03-13-2018 11:50 am","09"
"https://www.chicagocopa.org/case/1089066/","1089066","Firearm Discharge","04-11-2018","04-11-2018 6:18 pm","12"
"https://www.chicagocopa.org/case/1089158/","1089158","Firearm Discharge","04-20-2018","04-20-2018 8:55 am","08"
"https://www.chicagocopa.org/case/1089164/","1089164","Firearm Discharge","04-20-2018","04-20-2018 12:58 pm","24"
"https://www.chicagocopa.org/case/1089338/","1089338","Firearm Discharge","05-04-2018","05-09-2018 3:18 am","09"
"https://www.chicagocopa.org/case/1089601/","1089601","Firearm Discharge","05-25-2018","05-26-2018 2:46 pm","03"
"https://www.chicagocopa.org/case/1089608/","1089608","Firearm Discharge","05-26-2018","05-26-2018 2:46 am","15"
"https://www.chicagocopa.org/case/1089617/","1089617","Firearm Discharge","05-27-2018","05-27-2018 3:11 am","09"
"https://www.chicagocopa.org/case/1089772/","1089772","Firearm Discharge","06-06-2018","06-06-2018 8:12 pm","02"
"https://www.chicagocopa.org/case/1089808/","1089808","Taser Discharge","06-09-2018","06-09-2018 3:15 am","02"
"https://www.chicagocopa.org/case/1089886/","1089886","Firearm Discharge","06-16-2018","06-16-2018 2:24 am","04"
"https://www.chicagocopa.org/case/1089983/","1089983","Other Use Of Force","06-25-2018","06-24-2018 9:30 pm","19"
"https://www.chicagocopa.org/case/1090072/","1090072","Firearm Discharge","07-02-2018","07-02-2018 9:32 pm","04"
